"","player","team","position","headshot_url","date","pass_yds_line","pass_yds_over_price","pass_yds_under_price","rush_yds_line","rush_yds_over_price","rush_yds_under_price","rec_yds_line","rec_yds_over_price","rec_yds_under_price","pass_tds_line","pass_tds_over_price","pass_tds_under_price","rush_tds_line","rush_tds_over_price","rush_tds_under_price","rec_tds_line","rec_tds_over_price","rec_tds_under_price","rush_yds_expected","rush_tds_expected","rec_yds_expected","rec_tds_expected","pass_yds_expected","pass_tds_expected","implied_fantasy_points"
"1","Josh Allen","BUF","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mjwbioajzldkq1vzoz2d",2026-09-05,3600.5,-114,-114,500.5,-114,-114,NA,NA,NA,24.5,-120,-110,10.5,-128,-104,NA,NA,NA,533.242990654206,11.2734778121775,NA,NA,3836.04672897196,26.2077922077922,379.238203928533
"2","Drake Maye","NE","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s1nmoon2xnrc3bnyulv4",2026-09-05,3750.5,-114,-114,400.5,-114,-114,NA,NA,NA,25.5,-144,108,3.5,-108,-122,NA,NA,NA,426.700934579439,3.72557172557173,NA,NA,3995.85981308411,27.3634930643127,334.31188859199
"3","Lamar Jackson","BAL","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eno6s5qzl9grbfbfwhoa",2026-09-05,3200.5,-114,-114,550.5,-114,-114,NA,NA,NA,24.5,-122,-108,3.5,-130,-102,NA,NA,NA,586.514018691589,3.77572105036591,NA,NA,3409.8785046729,26.2002772002772,322.501977159379
"4","Jalen Hurts","PHI","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xow5yvxjeqa6witmofmp",2026-09-05,3150.5,-114,-114,425.5,-114,-114,NA,NA,NA,21.5,-122,-108,7.5,-148,112,NA,NA,NA,453.336448598131,8.07608034083993,NA,NA,3356.60747663551,22.9939362439362,320.030170946018
"5","Jaxson Dart","NYG","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n6uymxssgiicjmxkzxoc",2026-09-05,3100.5,-114,-114,475.5,-114,-114,NA,NA,NA,19.5,-108,-122,5.5,-118,-112,NA,NA,NA,506.607476635514,5.88921585598061,NA,NA,3303.33644859813,20.8260568260568,301.433728047588
"6","Jared Goff","DET","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kaicbot8qhzrvddilbtp",2026-09-05,4050.5,-114,-114,NA,NA,NA,NA,NA,NA,29.5,-108,-122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.48598130841,31.51386001386,298.674879307777
"7","Matthew Stafford","LAR","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jwpkjfrkzufdyh8u1mg7",2026-09-05,3825.5,-114,-114,NA,NA,NA,NA,NA,NA,29.5,-132,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4075.76635514019,31.5689655172414,289.306516274573
"8","Dak Prescott","DAL","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yvscmqq1qki8zfsemmcd",2026-09-05,3950.5,-114,-114,NA,NA,NA,NA,NA,NA,27.5,-102,-130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4208.94392523364,29.3994834266035,285.95569071576
"9","Brock Purdy","SF","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xs2fyj1sqdgwvt9ihbri",2026-09-05,3700.5,-114,-114,NA,NA,NA,NA,NA,NA,27.5,-108,-122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3942.58878504673,29.3762993762994,275.208748907067
"10","Jordan Love","GB","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/thz8stjkbjwddxqnozi5",2026-09-05,3700.5,-114,-114,NA,NA,NA,NA,NA,NA,26.5,-108,-122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3942.58878504673,28.3075190575191,270.933627631945
"11","Trevor Lawrence","JAX","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k9uzdernqkx7oquy7dkg",2026-09-05,3750.5,-114,-114,NA,NA,NA,NA,NA,NA,25.5,-102,-130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3995.85981308411,27.2591476538958,268.870983138948
"12","Justin Herbert","LAC","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jnkspnntgebegzp4ghve",2026-09-05,3600.5,-114,-114,NA,NA,NA,NA,NA,NA,25.5,-108,-122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3836.04672897196,27.2387387387387,262.396824113833
"13","Caleb Williams","CHI","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h4qs11kutwiw7whekmyt",2026-09-05,3650.5,-114,-114,NA,NA,NA,NA,NA,NA,24.5,-122,-108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3889.31775700935,26.2002772002772,260.373819081483
"14","Baker Mayfield","TB","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjb8e69jtt1ffqf1afue",2026-09-05,3500.5,-114,-114,NA,NA,NA,NA,NA,NA,25.5,102,-136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3729.5046728972,27.2780667897298,258.292454074807
"15","Sam Darnold","SEA","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fyay8vruj0cqmhopufzk",2026-09-05,3650.5,-114,-114,NA,NA,NA,NA,NA,NA,23.5,-102,-130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3889.31775700935,25.1188118811881,256.047957805126
"16","Jahmyr Gibbs","DET","RB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cursejnmmp1i9hnxihkj",2026-09-05,NA,NA,NA,1200.5,-114,-114,475.5,-114,-114,NA,NA,NA,11.5,-166,120,NA,NA,NA,1279.03738317757,12.4887218045113,506.607476635514,NA,NA,NA,253.496816808376
"17","CJ Stroud","HOU","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tt4zrtxlhifaljhj0rn7",2026-09-05,3500.5,-114,-114,NA,NA,NA,NA,NA,NA,22.5,-122,-108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3729.5046728972,24.0627165627166,245.431053166754
"18","Tyler Shough","NO","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/toiafc7qighw86geo7jf",2026-09-05,3400.5,-114,-114,NA,NA,NA,NA,NA,NA,19.5,-148,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3622.96261682243,20.8977480219111,228.509496760542
"19","Jayden Daniels","WAS","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gfz8k5onuqjrche9ogqc",2026-09-05,3100.5,-114,-114,NA,NA,NA,NA,NA,NA,21.5,-102,-130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3303.33644859813,22.9784761084804,224.047362377847
"20","Cam Ward","TEN","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l7switu6stlwd2irm8yo",2026-09-05,3200.5,-114,-114,NA,NA,NA,NA,NA,NA,19.5,106,-140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3409.8785046729,20.792071197411,219.56342497656
