"","player","team","position","headshot_url","date","pass_yds_line","pass_yds_over_price","pass_yds_under_price","rush_yds_line","rush_yds_over_price","rush_yds_under_price","rec_yds_line","rec_yds_over_price","rec_yds_under_price","pass_tds_line","pass_tds_over_price","pass_tds_under_price","rush_tds_line","rush_tds_over_price","rush_tds_under_price","rec_tds_line","rec_tds_over_price","rec_tds_under_price","rush_yds_expected","rush_tds_expected","rec_yds_expected","rec_tds_expected","pass_yds_expected","pass_tds_expected","implied_fantasy_points"
"1","Josh Allen","BUF","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/servs1fpsynfxep4rz2z",2026-07-24,3600.5,-114,-114,500.5,-114,-114,NA,NA,NA,24.5,-120,-110,10.5,-115,-115,NA,NA,NA,533.242990654206,11.2325581395349,NA,NA,3836.04672897196,26.2077922077922,378.992685892677
"2","Drake Maye","NE","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oyap81gtzcvnfmripis1",2026-07-24,3850.5,-114,-115,400.5,-114,-114,NA,NA,NA,25.5,-122,-108,3.5,120,-150,NA,NA,NA,426.700934579439,3.61818181818182,NA,NA,4110.76961530102,27.2690575190575,337.886199055306
"3","Lamar Jackson","BAL","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cruqs6qpbykh7a2whd7p",2026-07-24,3200.5,-114,-114,575.5,-114,-114,NA,NA,NA,24.5,104,-138,3.5,-105,-125,NA,NA,NA,613.14953271028,3.71544715447155,NA,NA,3409.8785046729,26.1708683473389,324.686249774129
"4","Jalen Hurts","PHI","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c47i9v6gmokkun9cat9s",2026-07-24,3150.5,-114,-114,400.5,-114,-114,NA,NA,NA,21.5,-122,-108,8.5,130,-160,NA,NA,NA,426.700934579439,8.83612040133779,NA,NA,3356.60747663551,22.9939362439362,321.926859907136
"5","Jayden Daniels","WAS","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrdweg39v1ay4zoc0lgp",2026-07-24,3200.5,-114,-114,550.5,-115,-115,NA,NA,NA,20.5,-122,-108,4.5,110,-140,NA,NA,NA,588.906976744186,4.71428571428571,NA,NA,3409.8785046729,21.9251559251559,311.272175847672
"6","Joe Burrow","CIN","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gnnvcgui1cijybukk2w7",2026-07-24,3875.5,-115,-115,NA,NA,NA,NA,NA,NA,32.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4145.88372093023,34.6261682242991,304.340021734406
"7","Jaxson Dart","NYG","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n6uymxssgiicjmxkzxoc",2026-07-24,3050.5,-114,-114,425.5,-114,-114,NA,NA,NA,19.5,-108,-122,6.5,130,-160,NA,NA,NA,453.336448598131,6.73578595317726,NA,NA,3250.06542056075,20.8260568260568,299.055204705534
"8","Jared Goff","DET","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yggfwr4ak4po9byj0qor",2026-07-24,4050.5,-114,-114,NA,NA,NA,NA,NA,NA,29.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.48598130841,31.4299065420561,298.339065420561
"9","Justin Herbert","LAC","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s1oelyaroiaalgilbeqk",2026-07-24,3650.5,-114,-114,300.5,-115,-115,NA,NA,NA,25.5,-108,-122,NA,NA,NA,NA,NA,NA,321.46511627907,NA,NA,NA,3889.31775700935,27.2387387387387,296.674176863236
"10","Matthew Stafford","LAR","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/svxl2pk2cuqf26zrhii4",2026-07-24,3925.5,-114,-114,NA,NA,NA,NA,NA,NA,29.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4182.30841121495,31.4299065420561,293.011962616822
"11","Dak Prescott","DAL","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/blixemm3s9sa4gmqk5yn",2026-07-24,4050.5,-114,-114,NA,NA,NA,NA,NA,NA,27.5,-108,-122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315.48598130841,29.3762993762994,290.124636757534
"12","Brock Purdy","SF","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xykdxnvxpf9pobxvkjfj",2026-07-24,3775.5,-114,-114,NA,NA,NA,NA,NA,NA,27.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4022.4953271028,29.2990654205607,278.096074766355
"13","Jahmyr Gibbs","DET","RB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hjxk3judytgsxkqiilre",2026-07-24,NA,NA,NA,1125.5,-114,-114,475.5,-115,-115,NA,NA,NA,12.5,115,-145,3.5,100,-130,1199.1308411215,13.1485524442335,508.674418604651,3.69565217391304,NA,NA,271.845753681494
"14","Trevor Lawrence","JAX","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d75srntioly7fq0z8vip",2026-07-24,3750.5,-114,-114,NA,NA,NA,NA,NA,NA,25.5,-102,-130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3995.85981308411,27.2591476538958,268.870983138948
"15","Bijan Robinson","ATL","RB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rjaf9auhx3lrktzgwpfb",2026-07-24,NA,NA,NA,1150.5,-114,-114,575.5,-115,-115,NA,NA,NA,8.5,-115,-115,3.5,115,-145,1225.76635514019,9.09302325581395,615.651162790698,3.6359753203607,NA,NA,260.515743250136
"16","Baker Mayfield","TB","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i2uufyghiphx4oihgucm",2026-07-24,3500.5,-114,-114,NA,NA,NA,NA,NA,NA,25.5,-102,-130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3729.5046728972,27.2591476538958,258.216777531471
"17","Sam Darnold","SEA","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s5t8m6bhedjwwtfw3ild",2026-07-24,3700.5,-114,-114,NA,NA,NA,NA,NA,NA,23.5,-102,-130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3942.58878504673,25.1188118811881,258.178798926622
"18","Caleb Williams","CHI","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h4qs11kutwiw7whekmyt",2026-07-24,3575.5,-114,-114,NA,NA,NA,NA,NA,NA,24.5,100,-132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3809.41121495327,26.1551724137931,256.997138253303
"19","Jordan Love","GB","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uneiwen9drvci9ahuebp",2026-07-24,3525.5,-114,-114,NA,NA,NA,NA,NA,NA,24.5,-102,-130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3756.14018691589,26.188979767542,255.001526546803
"20","CJ Stroud","HOU","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tt4zrtxlhifaljhj0rn7",2026-07-24,3550.5,-114,-114,NA,NA,NA,NA,NA,NA,22.5,-122,-108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3782.77570093458,24.0627165627166,247.561894288249
"21","Christian McCaffrey","SF","RB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/resjdwihunsqckohcorj",2026-07-24,NA,NA,NA,925.5,-114,-114,550.5,-114,-114,NA,NA,NA,8.5,100,-130,4.5,115,-145,986.046728971962,9.02173913043478,586.514018691589,4.69292833412435,NA,NA,239.54407955371
"22","Tyler Shough","NO","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wsrkib8qgwtb2t2ugaru",2026-07-24,3600.5,-114,-114,NA,NA,NA,NA,NA,NA,19.5,-132,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3836.04672897196,20.8793103448276,236.959110538189
"23","Cam Ward","TEN","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viadutkbvligsopnd2qn",2026-07-24,3250.5,-114,-114,NA,NA,NA,NA,NA,NA,19.5,-102,-130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3463.14953271028,20.8381403357727,221.878542651502
"24","Bryce Young","CAR","QB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qy1lfhlzhiacsyzzm1j7",2026-07-24,3000.5,-114,-114,NA,NA,NA,NA,NA,NA,20.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3196.79439252336,21.8411214953271,215.236261682243
"25","Derrick Henry","BAL","RB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jxtikemnvpkw9r0ex2wv",2026-07-24,NA,NA,NA,1225.5,-114,-114,NA,NA,NA,NA,NA,NA,12.5,100,-130,NA,NA,NA,1305.67289719626,13.2826086956522,NA,NA,NA,NA,210.262941893539
"26","Jonathan Taylor","IND","RB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uwmnrhwtwug0wrgkomjk",2026-07-24,NA,NA,NA,1225.5,-114,-114,NA,NA,NA,NA,NA,NA,11.5,105,-135,NA,NA,NA,1305.67289719626,12.1728074727556,NA,NA,NA,NA,203.60413455616
"27","JaMarr Chase","CIN","WR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qya3dtjb5kgofcuj2tuw",2026-07-24,NA,NA,NA,NA,NA,NA,1325.5,-114,-114,NA,NA,NA,NA,NA,NA,9.5,-145,115,NA,NA,1412.21495327103,10.1044138585667,NA,NA,201.847978478503
"28","Puka Nacua","LAR","WR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zvi4hdm6fywcekfe7ceb",2026-07-24,NA,NA,NA,NA,NA,NA,1375.5,-114,-114,NA,NA,NA,NA,NA,NA,8.5,120,-150,NA,NA,1465.48598130841,8.89090909090909,NA,NA,199.894052676296
"29","Jaxon Smith-Njigba","SEA","WR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jpvhsregfvw46mlyckzj",2026-07-24,NA,NA,NA,NA,NA,NA,1350.5,-114,-114,NA,NA,NA,NA,NA,NA,8.5,100,-130,NA,NA,1438.85046728972,9.02173913043478,NA,NA,198.015481511581
